ein,name,street,city,state,zip,category,description,ntee_code,asset_amt,income_amt,revenue_amt
582296315,Frazier & Deeter Foundation Inc,1230 Peachtree St Ne Ste 1500,Atlanta,GA,30309-3504,Philanthropy,Private Grantmaking Foundations,T20,479043,79282,79282
580147128,Georgias Own Credit Union,1155 Peachtree St Ne,Atlanta,GA,30309-7629,Public Social Benefit,Credit Unions,W61,1828681510,97258010,89895484
580147284,Atlanta Womans Club,1150 Peachtree St Ne,Atlanta,GA,30309-3752,Community Capacity Bldg,Community Service Clubs,S80,2110941,467222,237464
582226629,National Employment Law Council Inc,1201 W Peachtree St Suite 2300,Atlanta,GA,30309-3453,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,162603,187376,187376
582115483,Gkw Foundation Inc,1201 W Peachtree St,Atlanta,GA,30309-3449,Human Services,Human Services,P20,1001,16298,
474872208,Friend My Family,1401 Peachtree Street Suite 500,Atlanta,GA,30309-3041,Community Capacity Bldg,Community & Neighborhood Development,S20,,,
582010185,Covenant Community Inc,623 Spring St Nw,Atlanta,GA,30308-1907,Religious,Fund Raising & Fund Distribution,X12,168914,426153,426153
582235391,Crossroads Community Ministries Inc,420 Courtland St Ne,Atlanta,GA,30308-3405,Human Services,Developmentally Disabled Centers,P82,1142846,1058889,811050
582257646,Atlanta Step-Up Society,733 Monroe Dr Ne,Atlanta,GA,30308-1701,Religious,Religion-Related NEC,X99,53153,507473,507473
582191344,Beacon Of Hope Inc,120 Renaissance Pkwy Ne,Atlanta,GA,30308-2325,Human Services,Child Day Care,P33,1619269,1694028,1693849
582191348,Tbc Tabernacle Baptist Church Inc,475 Boulevard Ne,Atlanta,GA,30308-2662,Religious,Protestant,X21,,,
581837117,Midtown Assistance Center Inc,30 Porter Pl Ne,Atlanta,GA,30308-3212,Human Services,Human Services,P20,269077,778606,776098
582200054,The Charis Circle Inc,1189 Euclid Ave Ne,Atlanta,GA,30307-1509,Human Services,Human Services,P20,769,65437,65437
580548733,Georgia Optometric Association Inc,400 W Peachtree St Nw Ste 201,Atlanta,GA,30308-3568,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,1347649,777750,776614
581927625,Citizen Advocacy Of Atlanta & Dekalb Inc,376 Oakdale Rd Ne,Atlanta,GA,30307-2070,Human Services,Developmentally Disabled Centers,P82,14637,142123,140024
474779040,Berkshire Foundation Inc,154 Krog St Ne Ste 135,Atlanta,GA,30307-5544,Philanthropy,Philanthropy,T99,,,
582108944,Georgia Network To End Sexual Assault,817 W Peachtree St Ne Ste 200,Atlanta,GA,30308-1196,Human Services,Human Services,P20,126156,580165,580165
582024182,More For Atlanta Inc,118 Waverly Way Ne,Atlanta,GA,30307-2568,Human Services,Human Services,P20,0,0,0
582097837,Fourth Ward Neighbhors Inc,206 Hurt St Ne,Atlanta,GA,30307-2537,Housing Shelter,Housing Rehabilitation,L25,0,0,0
562409394,Summerhill Ministry Inc,2715 Peachtree Rd Ne,Atlanta,GA,30305-2907,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
581947765,Child At Rest Inc,2575 Peachtree Rd Ne,Atlanta,GA,30305-3694,Religious,Support NEC,X19,27158,16295,16295
581748786,Buckhead Christian Ministry Inc,2847 Piedmont Rd Ne,Atlanta,GA,30305-2767,Religious,Religion-Related NEC,X99,4039612,2302506,2155917
580572411,Episcopal Diocese Of Atlanta Inc,2744 Peachtree Rd Nw,Atlanta,GA,30305-2937,Religious,Roman Catholic,X22,,,
582120570,Piedmont Highrise Inc,3601 Piedmont Rd Ne Apt 1206,Atlanta,GA,30305-1466,Human Services,Senior Centers,P81,0,0,0
580938908,Campbell Stone Apartments Inc,2911 Parr Crt South Nw,Atlanta,GA,30305-0000,Housing Shelter,Senior Citizens‰Ûª Housing & Retirement Communities,L22,5681499,216040,216040
580566149,John Bulow Campbell Foundation,3050 Peachtree Rd Nw Ste 270,Atlanta,GA,30305-2283,Philanthropy,Private Independent Foundations,T22,553795187,168854718,
582235068,The Centurion Foundation Inc,3575 Piedmont Rd Ne Bldg 15-930,Atlanta,GA,30305-1627,Housing Shelter,Senior Citizens‰Ûª Housing & Retirement Communities,L22,29190906,1584969,1584969
582255636,Central Outreach And Advocacy Center Inc,201 Washington St Sw,Atlanta,GA,30303-3546,Human Services,Human Services,P20,213678,475595,475595
581285711,Greater Atlanta Chamber Foundation Inc,235 Andrew Young International Blvd,Atlanta,GA,30303-2718,Philanthropy,Public Foundations,T30,3180398,2012368,2012368
582130437,The Henry W Grady Health System Foundation Inc,191 Peachtree St Ne Ste 820,Atlanta,GA,30303-1755,Philanthropy,Private Independent Foundations,T22,40691355,4540359,3792862
550860376,Georgia Budget And Policy Institute Inc,100 Edgewood Ave Ne Ste 950,Atlanta,GA,30303-3065,Public Social Benefit,Research Institutes & Public Policy Analysis,W05,1000825,1086722,1036223
582270135,Reiac East Inc,191 Peachtree St Ne,Atlanta,GA,30303-1740,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,33078,68519,68519
580566145,Butler Street Community Development Corporation Inc,22 Jesse Hill Jr Dr Ne,Atlanta,GA,30303-2608,Human Services,Human Services,P20,2690817,229965,229965
582274761,Lutheran Services Of Georgia,100 Edgewood Ave Ne Ste 1800,Atlanta,GA,30303-3066,Religious,Religion-Related NEC,X99,0,0,0
580942924,Consumer Credit Counseling Service Of Greater Atlanta Inc,270 Peachtree St Nw Ste 1800,Atlanta,GA,30303-1217,Human Services,Financial Counseling,P51,26405952,28774937,28652068
581535692,Lutheran Services Of Georgia Inc,100 Edgewood Ave Ne Ste 1800,Atlanta,GA,30303-3066,Religious,Christianity,X20,2629483,13210628,13156254
581850632,Georgia Law Center On Homelessness And Poverty,100 Edgewood Ave Ne Ste 1625,Atlanta,GA,30303-3026,Human Services,Homeless Centers,P85,604390,533708,533708
522337734,Corenet Global Inc,133 Peachtree St N E,Atlanta,GA,30303-1804,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,10542029,13089046,12872129
582289292,Georgia Oglethorpe Award Process Inc,148 Andrew Young Intl Blvd Ste 225,Atlanta,GA,30303-1732,Public Social Benefit,Leadership Development,W70,0,0,0
581533516,Acvb Foundation Inc,233 Peachtree St Ne Ste 1400,Atlanta,GA,30303-1507,Community Capacity Bldg,Single Organization Support,S11,686563,137497,75800
580254910,Georgia Bankers Association Inc,50 Hurt Plz Se Ste 1050,Atlanta,GA,30303-2955,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,6060283,3411976,3392368
581329285,Leadership Georgia Foundation Inc,270 Peachtree St Ne,Atlanta,GA,30303-0000,Public Social Benefit,Leadership Development,W70,4285554,2023910,1022133
581695425,Robert W Woodruff Foundation Inc,191 Peachtree St Ne Ste 3540,Atlanta,GA,30303-1799,Philanthropy,Corporate Foundations,T21,420095272,113567917,
582447022,Solutions For Veterans Inc,191 Edgewood Ave Se,Atlanta,GA,30303-3000,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
582490621,Georgia Downtown Association Inc,201 Pryor St Sw,Atlanta,GA,30303-3606,Community Capacity Bldg,Community & Neighborhood Development,S20,58205,69300,69300
582390550,Georgia Affordable Housing Corporation,229 Peachtree St Ne Ste 705,Atlanta,GA,30303-1605,Housing Shelter,Housing Development,L20,446645,144468,144468
582374925,Multi-Agency Alliance For Children Inc,225 Peachtree Street,Atlanta,GA,30303-1701,Human Services,Children & Youth Services,P30,3201883,18660482,18637630
582421574,Third Sector Development,A231 165 Courtland Street,Atlanta,GA,30303-0000,Community Capacity Bldg,Nonprofit Management,S50,153781,3652986,3652986
582418091,Healthcare Georgia Foundation Inc,191 Peachtree St Ne Ste 2650,Atlanta,GA,30303-1769,Philanthropy,Philanthropy,T99,119125630,84024943,
582475939,Georgia Cities Foundation Inc,201 Pryor St Sw,Atlanta,GA,30303-3606,Community Capacity Bldg,Urban & Community Economic Development,S31,13735768,971942,971942
582574800,Georgia Engineering Alliance Inc,233 Peachtree St Ne Ste 700,Atlanta,GA,30303-1506,Community Capacity Bldg,Professional Societies & Associations,S03,11465,1,1
611595903,Georgia City-County Management Association Inc,201 Pryor St Sw,Atlanta,GA,30303-3606,Community Capacity Bldg,Small Business Development,S43,206687,170062,170062
621870888,D L Hollowell Golf Classic Inc,23 Jesse Hill Jr Dr Se,Atlanta,GA,30303-3052,Philanthropy,Public Foundations,T30,10046,2450,2450
586044449,Metropolitan Foundation Of Atlanta Inc,191 Peachtree St Ne Ste 1000,Atlanta,GA,30303-1741,Philanthropy,Public Foundations,T30,11838459,2379573,2379573
582423324,Asset Holding Inc,229 Peachtree Street Ne,Atlanta,GA,30303-1601,Housing Shelter,Housing Development,L20,99739,0,0
586035220,1St Choice Credit Union,315 Auburn Ave Ne,Atlanta,GA,30303-2603,Public Social Benefit,Credit Unions,W61,20991554,1614684,1611083
582389721,Atlanta Womens Foundation Inc,50 Hurt Plz Se Ste 401,Atlanta,GA,30303-2915,Philanthropy,Public Foundations,T30,3664395,1132231,1051533
582643499,Greater Atlanta Economic Alliance,230 Peachtree St Nw Ste 530,Atlanta,GA,30303-1521,Community Capacity Bldg,Small Business Development,S43,148468,275270,259225
586429620,Robert B Lipman Foundation,229 Peachtree St Ne,Atlanta,GA,30303-1601,Philanthropy,Private Grantmaking Foundations,T20,290886,27927,
586002324,Atlanta Regional Commission,40 Courtland St Ne,Atlanta,GA,30303-2538,Public Social Benefit,Government & Public Administration,W20,,,
582376697,Keenans Kids Foundation Inc,148 Nassau St Nw,Atlanta,GA,30303-2010,Philanthropy,Private Grantmaking Foundations,T20,1052655,1667392,
582418093,Special Housing And Homeownership Inc,230 John Wesley Dobbs Ave Ne,Atlanta,GA,30303-2429,Housing Shelter,Homeowners & Tenants Associations,L50,1121769,29567,29567
582513092,Heritage And Wildlife Conservation Coouncil Inc,50 Hurt Plaza,Atlanta,GA,30303-2946,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
582615205,Upreach International Inc,100 Edgewood Drive,Atlanta,GA,30303-3026,Human Services,Developmentally Disabled Centers,P82,0,0,0
582661861,Unicorn International Inc,133 Luckie Street,Atlanta,GA,30303-2038,Philanthropy,Corporate Foundations,T21,19918,12924,
586468784,The Anise Wallace Foundation,3108 E Pine Valley Rd Nw,Atlanta,GA,30305-1928,Philanthropy,Private Independent Foundations,T22,614995,94143,
582608717,Golden Pigeons Inc,133 Peachtree St Ne Ste 4060,Atlanta,GA,30303-1869,Philanthropy,Federated Giving Programs,T70,0,0,0
582351556,Atlantas Family Inc,235 Peachtree St Ne Ste 300,Atlanta,GA,30303-1404,Philanthropy,Private Operating Foundations,T23,2171,9739,
582510251,Rachel Cosby Conway Charitable Foundation Inc,2933 Andrews Dr Nw,Atlanta,GA,30305-2905,Philanthropy,Private Grantmaking Foundations,T20,211638,72217,
582383393,Ppa Charities Inc,229 Peachtree St Nw Ste 2200,Atlanta,GA,30303-1608,Philanthropy,Philanthropy,T99,353947,183830,163433
597271211,Peter And Lynne Boom Family Foundation,3100 Habersham Rd Nw,Atlanta,GA,30305-2059,Philanthropy,Private Grantmaking Foundations,T20,1783625,144725,
582653431,Hills Family Foundation,3280 Northside Dr Nw,Atlanta,GA,30305-1910,Philanthropy,Private Grantmaking Foundations,T20,141083,59161,
582659095,Olivia R Gardner Foundation Inc,2822 Rumson Ct Ne,Atlanta,GA,30305-3240,Philanthropy,Private Independent Foundations,T22,2829608,1293503,
582478339,National Sales Network Atlanta Chapter Inc,2870 Peachtree Rd Nw Box 458,Atlanta,GA,30305-2918,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,30145,110837,110837
582666821,Oakmont Foundation Inc,2700 Habersham Rd Nw,Atlanta,GA,30305-3574,Philanthropy,Named Trusts NEC,T90,1144453,170537,
582663615,Dan And Merrie Boone Foundation Inc,2660 Peachtree Rd Nw Apt 35H,Atlanta,GA,30305-3682,Philanthropy,Private Independent Foundations,T22,6052896,1356309,
586369446,Butner Fam Fdn 062998 Ua,3415 Knollwood Dr Nw,Atlanta,GA,30305-1019,Philanthropy,Private Independent Foundations,T22,1042641,349975,
582429228,Michael And Judy Orkin Foundation Inc,3050 Peachtree Rd Nw Ste 530,Atlanta,GA,30305-2296,Philanthropy,Private Grantmaking Foundations,T20,157774,187383,
586406851,Weswood Foundation Tr Ua With Barbara J Prickett 110199,2 W Wesley Rd Nw Apt 10,Atlanta,GA,30305-3500,Philanthropy,Private Independent Foundations,T22,2763013,289256,
621786761,Stoneypeak Foundation Inc,3439 Knollwood Dr Nw,Atlanta,GA,30305-1019,Philanthropy,Corporate Foundations,T21,3307955,1630653,
582531944,Atlanta Technology Angels Inc,3423 Piedmont Road Ne,Atlanta,GA,30305-1754,Philanthropy,Community Foundations,T31,319074,211399,211399
582429274,Atlanta Community Ministries Inc,3525 Piedmont Rd Bldg 5 Ste 705,Atlanta,GA,30305-1578,Religious,Christianity,X20,997396,662979,643630
586467992,Lmj Foundation 12072004 Ua,3466 Habersham Rd Nw,Atlanta,GA,30305-1157,Philanthropy,Private Grantmaking Foundations,T20,298522,28704,
586450662,Cherokee Foundation,2767 Peachtree Rd Ne Apt 2,Atlanta,GA,30305-2943,Philanthropy,Private Independent Foundations,T22,30179,14179,
582441977,Chosewood Park Cdc Inc,400 Village Pkwy Ne Apt 106,Atlanta,GA,30306-4361,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
582451913,Chabad Intown Inc,928 Ponce De Leon Ave Ne,Atlanta,GA,30306-4212,Religious,Judaism,X30,,,
582348692,G G E O C Ministries Inc,51 Sanderson St Ne,Atlanta,GA,30307-2731,Religious,Christianity,X20,,,
582398005,Clifton Sanctuary Ministries Inc,369 Connecticut Ave Ne,Atlanta,GA,30307-2238,Housing Shelter,Temporary Housing,L40,30471,303208,302905
582660026,Joseph A And Viola G Westbrook Foundation Inc,6 Prescott Walk Ne,Atlanta,GA,30307-1218,Philanthropy,Private Independent Foundations,T22,3426,1360,
582630080,Ming Medical Interpreter Network Of Georgia Inc,245 N Highland Ave Ne Ste 230 201,Atlanta,GA,30307-1936,Human Services,Centers to Support the Independence of Specific Populations,P80,0,0,0
586073866,Kiwanis Foundation Of Peachtree- Atlanta Inc,166 Elizabeth St Ne,Atlanta,GA,30307-2521,Human Services,Human Services,P20,0,0,0
582433546,Cooper Family Charitable Foundation Inc,170 West Paces Ferry Road Ne,Atlanta,GA,30305-0000,Philanthropy,Private Independent Foundations,T22,7258715,1826376,
582514027,Southern Company Charitable Foundation Inc,241 Ralph Mcgill Blvd Ne No 10131,Atlanta,GA,30308-3374,Philanthropy,Corporate Foundations,T21,67507850,32544524,
582553239,Kashi Atlanta Inc,1681 Mclendon Ave Ne,Atlanta,GA,30307-2138,Human Services,Human Services,P20,1164301,530854,505500
582346744,Equality Foundation Of Georgia Inc,1530 Dekalb Ave Ne Ste A,Atlanta,GA,30307-2175,Civil Rights,Lesbian and Gay Rights,R26,268144,529823,529823
582603568,Zenspace,427 Moreland Ave,Atlanta,GA,30307-1500,Religious,Christianity,X20,,,
582427977,Organization Change Alliance Inc,931 Monroe Dr Ne Ste A-102 Box 135,Atlanta,GA,30308-1795,Community Capacity Bldg,Professional Societies & Associations,S03,0,0,0
582569666,Tag Education Collaborative Inc,75 Fifth St Nw,Atlanta,GA,30308-1019,Philanthropy,Public Foundations,T30,392668,522530,522530
582509965,Church On The Street Ministries Inc,530 Piedmont Ave Ne Apt 210,Atlanta,GA,30308-4405,Religious,Christianity,X20,5571,151678,151678
582404722,Athletes For A Better World Inc,1401 Peachtree St Ne Ste 500,Atlanta,GA,30309-3041,Philanthropy,Public Foundations,T30,43422,259741,258741
582387015,Southern Architecture Foundation Inc,1421 Peachtree St Ne Apt 410,Atlanta,GA,30309-3015,Philanthropy,Public Foundations,T30,0,0,0
582366152,Rha Management Services Inc,1819 Peachtree Rd Ne Ste 450,Atlanta,GA,30309-1853,Housing Shelter,Low-Income & Subsidized Rental Housing,L21,6976178,14254557,14254557
582546664,Greater Womens Business Council Inc,1355 Peachtree St Ne Ste 640,Atlanta,GA,30309-3259,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,366055,1022652,1022652
586412814,Colleen And Sam Nunn Family Foundation,1180 Peachtree St Ste 1700,Atlanta,GA,30309-7525,Philanthropy,Private Grantmaking Foundations,T20,808037,66461,
611719346,Daily Prayer Ministries Inc,379 Redland Rd Nw,Atlanta,GA,30309-1222,Religious,Religious Media & Communications,X80,0,0,0
582472789,Student Housing Of America Inc,1819 Peachtree Road Ne,Atlanta,GA,30309-1848,Housing Shelter,Housing Support,L80,17967073,3101686,3101686
582479964,Gods Holy Refuge Inc,1328 Peachtree St Ne,Atlanta,GA,30309-3209,Human Services,Senior Centers,P81,0,0,0
621749509,Illien Adoptions International Inc,1250 Piedmont Ave Ne,Atlanta,GA,30309-3392,Human Services,Adoption,P31,85987,869246,869246
582643173,Southeastern Hedge Fund Association Inc,1230 Peachtree St Ne Ste 2445,Atlanta,GA,30309-7500,Employment,Professional Societies & Associations,J03,0,0,0
582438263,Elizabeth Anderson Hishon Foundation Inc,1 Ansley Dr Ne,Atlanta,GA,30309-2755,Philanthropy,Private Grantmaking Foundations,T20,87516,3375,
582655049,Servehaiti Inc,999 Peachtree St,Atlanta,GA,30309-0000,Human Services,Human Services,P20,278442,380050,380050
582467440,Metropolitan Ministries Inc,1820 Peachtree St Nw Unit 1805,Atlanta,GA,30309-8405,Religious,Religious Printing & Publishing,X83,1022,58290,58290
586396904,The Virginia And Charles Brewer Family Foundation,229 The Prado Ne,Atlanta,GA,30309-3335,Philanthropy,Private Independent Foundations,T22,4196943,39163,
582585584,The Antinori Foundation Inc,258 The Prado Ne,Atlanta,GA,30309-3336,Philanthropy,Private Independent Foundations,T22,1191646,244088,
586378638,Elsie Sang Charitable Trust,1201 W Peachtree Ste 4200,Atlanta,GA,30309-3469,Philanthropy,Private Independent Foundations,T22,2729234,99077,
582657354,Dacy Espy Foundation Inc,2221 Peachtree Rd Ne,Atlanta,GA,30309-1148,Philanthropy,Private Grantmaking Foundations,T20,14779,18097,
582516555,Military Housing Of America Inc,1819 Peachtree Rd Ne Ste 450,Atlanta,GA,30309-1853,Housing Shelter,Housing Rehabilitation,L25,1,1,
582392012,Rha Afforable Housing Ii Inc,1819 Peachtree Rd Ne Ste 450,Atlanta,GA,30309-1853,Housing Shelter,Low-Income & Subsidized Rental Housing,L21,21866831,4128520,4128520
582553480,Pittsburgh Community Improvement,942 Mcdaniel St Sw,Atlanta,GA,30310-3041,Community Capacity Bldg,Urban & Community Economic Development,S31,546523,403077,400218
582634379,Shiloh Community Ministries Of Atlanta Inc,1150 Westview Dr Sw,Atlanta,GA,30310-1326,Religious,Protestant,X21,0,0,0
611577174,West Hunter Street Community Development Corporation,1040 Ralph David Abernathy Blvd Sw,Atlanta,GA,30310-1812,Human Services,Children & Youth Services,P30,1,0,0
611212109,International African American Prosthetic-Orthotic Coalition Inc,1391 Everhart St Sw,Atlanta,GA,30310-4321,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
582589914,Israel The Church Of God Inc,1683 Sylvan Rd Sw,Atlanta,GA,30310-4654,Religious,Christianity,X20,,,
582582973,Atlanta Technical College Foundation Inc,1560 Metropolitan Pkwy Sw,Atlanta,GA,30310-4446,Philanthropy,Public Foundations,T30,2209350,406295,352693
582402447,Showers Of Blessings Outreach Ministries Inc,2985 Benjamin E Mays Dr Sw,Atlanta,GA,30311-2342,Religious,Protestant,X21,,,
582554869,Southwest Ecumenical Emergency Assistance,1040 Ralph David Abernathy Blvd Sw,Atlanta,GA,30310-1812,Human Services,Emergency Assistance,P60,0,0,0
582380889,Lifeline Counseling,1201 Lynway Ln Sw,Atlanta,GA,30311-3009,Human Services,Family Counseling,P46,1,7156,7156
582521524,New Vision Miracle Deliverance Center For All People Inc,448 Fielding Ln Sw,Atlanta,GA,30311-2045,Religious,Christianity,X20,,,
582574410,Masjid Salaan,2860 Campbellton Rd Sw,Atlanta,GA,30311-4505,Religious,Islam,X40,,,
582618388,Slow Food Usa Inc,631 Robinson Ave Se,Atlanta,GA,30312-3732,Food,Nutrition,K40,0,0,0
582494072,Womens Entrepreneurial Opportunity Project Inc,250 Georgia Avenue Se,Atlanta,GA,30312-3046,Employment,Vocational Counseling,J21,0,0,0
611452615,Our Fine Arts These Inc,267 Glenwood Ave Se,Atlanta,GA,30312-3131,Human Services,Management & Technical Assistance,P02,52801,120042,120042
582556130,Youthspark Inc,395 Pryor St Sw Ste 2117,Atlanta,GA,30312-2713,Human Services,Fund Raising & Fund Distribution,P12,101764,453126,415112
582661528,Georgia Advancing Communities Together Inc,250 Georgia Avenue Se Suite 350,Atlanta,GA,30312-3046,Housing Shelter,Housing Support,L80,263312,340779,340779
582332268,New Life New Hope Community Development Center Inc,20 Howell St Se,Atlanta,GA,30312-1925,Human Services,Human Services,P20,0,0,0
582587700,Alpha & Omega Holistic International Outreach Apostolic,369 Mcdaniel St Sw Apt 2711,Atlanta,GA,30313-1486,Religious,Christianity,X20,,,
582439225,Jim Earl Swilley Ministries Inc,115 W Peachtree Pl Nw Unit 708,Atlanta,GA,30313-1962,Religious,Protestant,X21,6586,90883,90883
582570688,Atlanta Small Business Training Consortion Inc,55 Maple St Nw Apt 101,Atlanta,GA,30314-4754,Employment,Job Training,J22,0,0,0
582634738,Quest Community Development Organization Inc,878 Rock St Nw,Atlanta,GA,30314-3377,Human Services,Homeless Centers,P85,4922823,1249754,1249754
582334095,Faith Hope And Deliverance Temple Inc,262 James P Brawley Dr,Atlanta,GA,30314-0000,Religious,Christianity,X20,,,
593795986,Rebuilding Walls Inc,155 Joseph E Lowery Blvd Nw,Atlanta,GA,30314-3405,Human Services,Personal Social Services,P50,11588,59732,59732
582528268,Promise Land Evangelistic Ministry,307 Love St Sw,Atlanta,GA,30315-1046,Religious,Christianity,X20,0,0,0
582641531,New Ground United Church Of God In Christ Inc,806 Springdale Pl Sw,Atlanta,GA,30315-6114,Religious,Protestant,X21,,,
582533181,Family Who Cares Inc,391 Thaxton Dr Se,Atlanta,GA,30315-7533,Housing Shelter,Homeless Shelters,L41,0,0,0
582376139,Agape Christian Training Center,215 Lakewood Way Sw,Atlanta,GA,30315-6022,Religious,Protestant,X21,,,
582401132,Central Ministries Early Learning Center Inc,501 Mitchell St Se,Atlanta,GA,30314-0000,Human Services,Children & Youth Services,P30,0,131437,131437
582391448,Jericho Alternative Community Development Corporation,2755 Campbellton Road Suite 2,Atlanta,GA,30311-4417,Human Services,Human Services,P20,67227,134176,134176
582569574,Teamsters Local 728 Building Corporation,2540 Lakewood Ave Sw,Atlanta,GA,30315-6308,Community Capacity Bldg,Real Estate Associations,S47,278882,120000,120000
582455399,Masjid Mujtahideen Inc,1281 Mcpherson Ave Se,Atlanta,GA,30316-1605,Religious,Islam,X40,,,
582405317,Love Foundation Inc,1250 Wylie St Se,Atlanta,GA,30317-1634,Philanthropy,Philanthropy,T99,250,0,0
582396675,Saint Philip Community Development Corporation Inc,240 Candler Rd Se,Atlanta,GA,30317-3436,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
582591049,Andrew J Young Foundation Inc,260 14Th St Nw,Atlanta,GA,30318-5360,Philanthropy,Private Grantmaking Foundations,T20,1363101,2194255,
582499047,Sacred Inc Ayo-Igbaza Cherubm & Seraphm Church,1770 Bolton Rd Nw,Atlanta,GA,30318-3328,Religious,Protestant,X21,,,
582592577,Johnny B Moore Towers Inc,2283 Baker Rd Nw,Atlanta,GA,30318-6220,Housing Shelter,Low-Income & Subsidized Rental Housing,L21,2871865,356317,356317
582512775,Restoration Services Center Inc,537 Moreland Ave Se,Atlanta,GA,30316-1831,Human Services,Family Counseling,P46,1917,113395,113395
582660437,Pamoja Kama Moja,2615 Baker Ridge Dr Nw,Atlanta,GA,30318-7222,Human Services,Centers to Support the Independence of Specific Populations,P80,0,0,0
582513670,Help The People Programs Inc,1401 Hosea L Williams Dr Se,Atlanta,GA,30317-1703,Housing Shelter,Housing Search Assistance,L30,0,0,0
582415110,Georgia Branch Of The International Dyslexia Society Inc,1951 Greystone Rd Nw,Atlanta,GA,30318-2622,Human Services,Human Services,P20,156747,136940,111820
582480934,Ushers New Look Inc,500 Bishop St Nw Ste B5,Atlanta,GA,30318-4369,Human Services,Human Services,P20,817015,1929530,1929530
582509349,Discover Ministries Inc,3224 Kingston Rd Nw,Atlanta,GA,30318-5840,Religious,Protestant,X21,,,
582344207,Jesus Place Inner City Mission Inc,1076 Longley Ave Nw,Atlanta,GA,30318-5208,Religious,Protestant,X21,,,
582378291,Dutson Family Foundation Inc,825 Woodley Dr Nw,Atlanta,GA,30318-1659,Philanthropy,Corporate Foundations,T21,15124,2,
582453566,Ezekiels Valley Restoration And Regeneration Recovery Ministries,716 Cedar Ave Nw,Atlanta,GA,30318-6229,Housing Shelter,Homeless Shelters,L41,0,0,0
582573815,Gugliotta Family Foundation Inc,992 Wadsworth Dr Nw,Atlanta,GA,30318-1654,Philanthropy,Private Grantmaking Foundations,T20,2051753,562988,
582447629,Prayer Tabernacle Ministry Inc,2275 Brooks Ave Ste A-1,Atlanta,GA,30318-4643,Religious,Protestant,X21,,,
582668065,Rockdale Foundation Inc,916 Joseph E Lowery Blvd Nw,Atlanta,GA,30318-5280,Philanthropy,Single Organization Support,T11,5571272,1467337,
582374577,Georgia Food Bank Association Inc,732 Joseph E Lowery Blvd Nw,Atlanta,GA,30318-6658,Food,Fund Raising & Fund Distribution,K12,723121,1639999,1622634
611616618,The Association Of The French Foreign Trade Advisors Southeast,3778 Narmore Dr Ne,Atlanta,GA,30319-1256,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,18316,17552,17552
586066362,United Steelworkers,1706 Wilma Dr Apt 1104,Atlanta,GA,30318-4071,Employment,Labor Unions,J40,0,0,0
582583368,Harrington Family Foundation Inc,1090 Angelo Ct Ne,Atlanta,GA,30319-1042,Philanthropy,Private Independent Foundations,T22,179451,92845,
582655428,Fairtales Learning Academy,2132 Donald Lee Hollowell Pwky,Atlanta,GA,30318-4704,Human Services,Child Day Care,P33,0,0,0
582560816,Decision Bridges Inc,860 Berkshire Rd Ne,Atlanta,GA,30324-4930,Human Services,Personal Social Services,P50,0,0,0
582648265,The Florence Mcdonnell Counseling And Spiritual Life Center Inc,2215 Cheshire Bridge Rd Ne,Atlanta,GA,30324-4234,Human Services,Emergency Assistance,P60,69442,339330,339330
582340138,Hospitality Education Foundation Of Georgia Inc,1579 Monroe Drive Suite 224,Atlanta,GA,30324-5039,Employment,Employment Preparation & Procurement,J20,131583,223003,218144
586457988,Goddard Foundation 12182002 Ua,3390 Peachtree Rd Ne Ste 1200,Atlanta,GA,30326-2821,Philanthropy,Private Grantmaking Foundations,T20,868480,415337,
582564584,George M Hiller Foundation Inc,3414 Peachtree Rd Ne Ste 1110,Atlanta,GA,30326-1167,Philanthropy,Named Trusts NEC,T90,14679,11000,
582660910,Service To Mankind Foundation Inc,750 Park Ave Ste 37E,Atlanta,GA,30326-3266,Religious,Fund Raising & Fund Distribution,X12,423484,10050,
582327685,Esan Progressive Association Of Atlanta Inc,3475 Oak Valley Rd,Atlanta,GA,30326-1220,Philanthropy,Philanthropy,T99,0,0,0
582345213,Buckhead Area Transportation Management Association Inc,3340 Peachtree Rd Ne Ste 1640,Atlanta,GA,30326-1079,Public Social Benefit,Public Transportation Systems,W40,0,0,0
586403593,The@Charles Merrell And Constance Anderson Calhoun Foundation,3603 Dumbarton Rd Ne,Atlanta,GA,30327-2615,Philanthropy,Private Independent Foundations,T22,627374,150337,
611408649,National Charity League Buckhead Prospective Chapter,1266 W Paces Ferry Rd 335,Atlanta,GA,30327-2306,Philanthropy,Voluntarism Promotion,T40,53889,67742,67742
